"user_id","discounted_booking_rate","avg_dist_flown","flight_to_hotel_booking_ratio","checked_bags_ratio","booking_count","booking_rate","active_days","avg_page_clicks","avg_bags","cancellation_rate","num_flight_booked","num_hotel_booked","avg_num_seats","total_checked_bags","travel_lead_time","avg_cancel_lead_time","total_dist_flown","avg_dist_flown_incl","avg_hotel_stay","avg_hotel_rooms","avg_trip_duration","avg_session_duration","num_flights_discount_applied","num_hotel_discount_applied","num_flights_discount_offered","num_hotel_discount_offered","total_hotel_discount_charges","total_flight_discount_charges","customer_age","gender","married","has_children","home_city","home_country","home_airport","num_trips","num_sessions","user_start_date","user_end_date","total_page_clicks","avg_session_duration_seconds","num_of_cancellation","num_of_flights_discount","num_of_hotel_discount","total_flight_charges","total_hotel_charges","total_sales","age_group","avg_total_sales","customer_value_per_trip","customer_value_per_session","avg_cust_lifespan","hotel_discount_proportion","flight_discount_proportion","avg_flight_discount_charges","avg_hotel_discount_charges","total_discount_proportion","avg_dollar_saved","avg_dollar_saved_per_km","customer_lifetime_value","scaled_ads","bargain_hunter_index","perks_offered"
"510582","0","175.4300000000000000","0","0","2","0.25","148","17.00","0.00","0.00","1","2","1","0","5.00","","175.43","21.93","6","1","2","00:02:06.375","0","1","2","0","129.50","0.00","28","M","false","false","phoenix","usa","PHX","2","8","2023-01-04","2023-06-02","136","126.375","0","2","1","33.15","2615.50","2648.650","Young Aged","2648.65","1324.33","331.08","1.14","0.13","0.25","0.13","0.05","0.38","0","0","1509.74","0.000","0.0000","Free Meal Included With Hotel Booking"
"510585","0","3203.2000000000000000","1","1","1","0.13","168","12.50","1.00","0.00","1","1","2","1","224.00","","3203.20","400.40","13","1","15","00:01:33.25","0","0","0","0","0","0.00","19","F","false","true","montreal","canada","YUL","1","8","2023-01-04","2023-06-21","100","93.250","0","0","0","2269.72","3107.00","5376.720","Student","5376.72","5376.72","672.09","1.14","0.00","0.00","0","0","0.00","0","0","6129.46","0.000","0.0000","Extended Cancellation Window at No Additional Cost"
"510586","0","2119.3840000000000000","1","0","5","0.63","166","19.00","0.40","0.00","5","5","1","2","9.00","","10596.92","1324.61","4","1","6","00:02:21.375","0","0","2","0","0","0.00","33","F","false","false","new york","usa","LGA","5","8","2023-01-04","2023-06-20","152","141.375","0","2","0","3420.68","1763.00","5183.680","Young Aged","5183.68","1036.74","647.96","1.14","0.00","0.25","0.10","0","0.25","0","0","1181.88","0.000","0.0000","Priority Check-in and Boarding Privilege"
"510610","1","2595.0500000000000000","1","0","1","0.13","108","10.50","0.00","0.00","1","1","1","0","8.00","","2595.05","324.38","6","1","7","00:01:18.125","0","1","0","2","120.60","0.00","36","F","true","false","new york","usa","LGA","1","8","2023-01-04","2023-04-23","84","78.125","0","0","3","523.74","683.40","1207.140","Middle Aged","1207.14","1207.14","150.89","1.14","0.38","0.00","0","0.10","0.38","0","0","1376.14","0.000","0.0000","Access to Special Booking Discounts"
"510618","0","1973.7150000000000000","0","0","3","0.38","139","15.13","0.00","0.00","2","3","1","0","6.00","","3947.43","493.43","3","1","3","00:01:52.625","1","1","2","0","17.8","0.00","48","F","true","true","san diego","usa","SAN","3","8","2023-01-04","2023-05-23","121","112.625","0","3","1","549.78","1599.20","2148.980","Middle Aged","2148.98","716.33","268.62","1.14","0.13","0.38","0.08","0.20","0.50","0","0","816.62","0.000","0.0000","Complimentary Room or Seat Upgrade on Next Booking"
"510676","0","1565.7966666666666667","1","0","3","0.38","103","15.63","0.33","0.00","3","3","1","1","10.00","","4697.39","587.17","1","1","2","00:01:57.625","0","0","0","2","0.00","0.00","51","F","true","true","new york","usa","LGA","3","8","2023-01-05","2023-04-19","125","117.625","0","0","2","976.12","248.00","1224.120","Middle Aged","1224.12","408.04","153.02","1.14","0.25","0.00","0","0.10","0.25","0","0","465.17","0.000","0.0000","Complimentary Room or Seat Upgrade on Next Booking"
"510686","0","1733.7050000000000000","0","0","3","0.38","189","20.00","0.00","0.00","2","3","1","0","9.00","","3467.41","433.43","3","2","2","00:02:28.25","1","0","1","1","0.0","521.60","37","F","true","false","st. petersburg","usa","PIE","3","8","2023-01-05","2023-07-13","160","148.250","0","2","1","2374.85","4975.00","7349.846","Middle Aged","7349.85","2449.95","918.73","1.14","0.13","0.25","0.13","0.10","0.38","173.87","0.050","2792.94","0.373","0.0121","Extended Cancellation Window at No Additional Cost"
"510694","0","4823.7725000000000000","1","0","4","0.44","125","54.67","0.50","0.25","4","4","1","2","6.80","5.00","19295.09","2143.90","2","1","3","00:17:21.111111","1","2","0","0","56.40","0.00","47","M","false","false","anchorage","usa","ANC","4","9","2023-01-05","2023-05-10","492","1041.111","1","1","2","3803.91","997.60","4801.510","Middle Aged","4801.51","1200.38","533.50","1.14","0.22","0.11","0","0.15","0.33","0","0","1368.43","0.000","0.0000","Priority Check-in and Boarding Privilege"
"510700","1","2880.9566666666666667","0","1","4","0.44","152","48.00","0.75","0.25","3","4","1","3","7.75","4.00","8642.87","960.32","4","2","1","00:16:31.222222","3","1","0","1","0.00","13.43","52","M","false","false","newark","usa","EWR","4","9","2023-01-05","2023-06-06","432","991.222","1","3","2","865.90","6455.00","7320.900","Middle Aged","7320.90","1830.23","813.43","1.14","0.22","0.33","0.15","0.05","0.56","13.43","0.002","2086.46","0.015","0.0007","Priority Check-in and Boarding Privilege"
"510707","0","522.0600000000000000","2","1","2","0.25","152","13.00","1.00","0.00","2","1","2","2","8.00","","1044.12","130.52","1","1","5","00:01:38","0","0","2","0","0","0.00","42","F","false","true","toronto","canada","YKZ","2","8","2023-01-05","2023-06-06","104","98.000","0","2","0","369.77","700.00","1069.770","Middle Aged","1069.77","534.89","133.72","1.14","0.00","0.25","0.20","0","0.25","0","0","609.77","0.000","0.0000","Extended Booking Flexibility Options"
"510719","0","0","0","0","1","0.11","192","12.11","0","0.00","0","1","0","0","","","0.00","0.00","20","1","0","00:01:30.111111","0","0","2","1","0.0","0.00","38","F","true","true","montreal","canada","YMX","1","9","2023-01-05","2023-07-17","109","90.111","0","2","1","0.00","1940.00","1940.000","Middle Aged","1940.00","1940.00","215.56","1.14","0.11","0.22","0.13","0.10","0.33","0","0","2211.60","0.000","0.0000","Extended Booking Flexibility Options"
"510733","0","1941.4350000000000000","2","1","2","0.25","189","11.50","1.00","0.00","2","1","1","2","7.00","","3882.87","485.36","1","1","2","00:01:25.625","0","1","2","0","32.40","0.00","47","F","true","true","toronto","canada","YKZ","2","8","2023-01-05","2023-07-13","92","85.625","0","2","1","746.76","183.60","930.360","Middle Aged","930.36","465.18","116.30","1.14","0.13","0.25","0.13","0.15","0.38","0","0","530.31","0.000","0.0000","Extended Booking Flexibility Options"
"510754","0","1653.7900000000000000","0","0","5","0.63","140","19.38","0.20","0.00","4","5","1","1","7.25","","6615.16","826.89","2","1","2","00:02:23.75","2","0","0","1","0.00","218.86","45","F","false","false","charlotte","usa","CLT","5","8","2023-01-05","2023-05-25","155","143.750","0","2","1","1065.45","1426.00","2491.450","Middle Aged","2491.45","498.29","311.43","1.14","0.13","0.25","0.15","0.05","0.38","109.43","0.033","568.05","0.246","0.0092","Complimentary Room or Seat Upgrade on Next Booking"
"510779","0","2887.3100000000000000","0","0","4","0.50","128","16.50","0.50","0.00","3","4","1","2","10.00","","8661.93","1082.74","2","1","2","00:02:03.875","0","0","0","0","0","0.00","42","F","false","false","montreal","canada","YHU","4","8","2023-01-05","2023-05-13","132","123.875","0","0","0","3904.32","1204.00","5108.320","Middle Aged","5108.32","1277.08","638.54","1.14","0.00","0.00","0","0","0.00","0","0","1455.87","0.000","0.0000","Priority Check-in and Boarding Privilege"
"510805","0","2180.2600000000000000","0","2","2","0.25","143","16.50","1.00","0.00","1","2","1","2","6.00","","2180.26","272.53","5","1","7","00:02:02.5","0","0","2","0","0","0.00","74","F","false","false","dallas","usa","DAL","2","8","2023-01-05","2023-05-28","132","122.500","0","2","0","388.86","938.00","1326.860","Senior Citizen","1326.86","663.43","165.86","1.14","0.00","0.25","0.10","0","0.25","0","0","756.31","0.000","0.0000","Free Meal Included With Hotel Booking"
"510815","0","2341.2825000000000000","1","0","4","0.44","176","18.67","0.25","0.00","4","4","1","1","7.25","","9365.13","1040.57","5","1","6","00:02:18.666667","1","0","1","0","0","27.84","57","F","true","true","san antonio","usa","SKF","4","9","2023-01-05","2023-07-01","168","138.667","0","2","0","1399.71","4163.00","5562.714","Middle Aged","5562.71","1390.68","618.08","1.14","0.00","0.22","0.15","0","0.22","27.84","0.003","1585.38","0.022","0.0007","Priority Check-in and Boarding Privilege"
"510822","1","2896.6233333333333333","1","0","4","0.44","185","15.11","0.25","0.00","3","3","1","1","5.33","","8689.87","965.54","5","1","4","00:01:52.111111","1","4","1","2","1209.95","170.75","47","F","false","false","new york","usa","JFK","4","9","2023-01-05","2023-07-10","136","112.111","0","2","6","1397.48","4191.05","5588.525","Middle Aged","5588.53","1397.13","620.95","1.14","0.67","0.22","0.18","0.15","0.89","170.75","0.020","1592.73","0.149","0.0059","Priority Check-in and Boarding Privilege"
"510828","0","0","0","0","0","0.00","158","11.56","0","0","0","0","0","0","","","0.00","0.00","0","0","0","00:01:26","0","0","2","0","0","0.00","23","F","false","false","new york","usa","LGA","0","9","2023-01-05","2023-06-12","104","86.000","0","2","0","0.00","0.00","0.000","Student","0.00","","0.00","1.14","0.00","0.22","0.20","0","0.22","0","0","","0.000","0.0000","Extended Booking Flexibility Options"
"510836","0","1266.1300000000000000","1","0","5","0.63","191","20.50","0.60","0.00","5","5","1","3","7.80","","6330.65","791.33","2","1","2","00:02:33.125","0","0","1","0","0","0.00","42","F","false","false","nashville","usa","BNA","5","8","2023-01-05","2023-07-16","164","153.125","0","1","0","1141.82","1117.00","2258.820","Middle Aged","2258.82","451.76","282.35","1.14","0.00","0.13","0.15","0","0.13","0","0","515.01","0.000","0.0000","Additional Free Checked Baggage Allowance"
"510841","0","2554.9287500000000000","1","0","8","0.80","184","39.60","0.50","0.13","8","8","1","4","7.56","2.00","20439.43","2043.94","2","1","3","00:13:25.227208","1","2","0","0","113.4","0.00","39","M","false","false","montreal","canada","YMX","8","10","2023-01-05","2023-07-08","396","805.227","1","1","2","7317.96","3077.60","10395.560","Middle Aged","10395.56","1299.45","1039.56","1.14","0.20","0.10","0","0.10","0.30","0","0","1481.37","0.000","0.0000","Priority Check-in and Boarding Privilege"
"510890","0","1767.1900000000000000","1","1","5","0.56","108","17.44","0.80","0.00","4","3","1","4","8.50","","7068.76","785.42","2","1","4","00:02:11.111111","0","1","1","0","23.4","0.00","35","F","false","false","dallas","usa","DAL","5","9","2023-01-05","2023-04-23","157","131.111","0","1","1","1254.73","1328.60","2583.330","Middle Aged","2583.33","516.67","287.04","1.14","0.11","0.11","0.05","0.10","0.22","0","0","589.00","0.000","0.0000","Additional Free Checked Baggage Allowance"
"510899","0","957.3550000000000000","1","0","2","0.20","174","13.30","0.50","0.00","2","2","1","1","8.50","","1914.71","191.47","3","1","4","00:01:39.7","0","0","2","1","0.00","0.00","56","F","true","false","kansas city","usa","MCI","2","10","2023-01-05","2023-06-28","133","99.700","0","2","1","323.46","1364.00","1687.460","Middle Aged","1687.46","843.73","168.75","1.14","0.10","0.20","0.13","0.05","0.30","0","0","961.85","0.000","0.0000","Extended Booking Flexibility Options"
"510944","0","1225.7283333333333333","2","0","6","0.75","149","18.63","0.50","0.00","6","3","1","3","8.67","","7354.37","919.30","1","1","1","00:02:20","1","1","0","2","14.4","22.49","57","M","true","true","chicago","usa","UGN","6","8","2023-01-05","2023-06-03","149","140.000","0","1","3","2767.63","712.60","3480.225","Middle Aged","3480.23","580.04","435.03","1.14","0.38","0.13","0.10","0.10","0.50","22.49","0.003","661.25","0.022","0.0003","Additional Free Checked Baggage Allowance"
"510946","0","2691.9933333333333333","1","0","3","0.38","116","20.75","0.67","0.00","3","3","2","2","9.33","","8075.98","1009.50","5","2","6","00:02:34.75","0","0","3","1","0.00","0.00","48","F","true","false","london","canada","YXU","3","8","2023-01-05","2023-05-02","166","154.750","0","3","1","4793.39","6826.00","11619.390","Middle Aged","11619.39","3873.13","1452.42","1.14","0.13","0.38","0.12","0.05","0.50","0","0","4415.37","0.000","0.0000","Extended Cancellation Window at No Additional Cost"
"510953","0","2309.0200000000000000","2","0","2","0.25","74","19.13","0.00","0.00","2","1","2","0","8.00","","4618.04","577.26","1","1","2","00:02:22.875","0","1","0","1","0.0","0.00","46","F","false","false","seattle","usa","SEA","2","8","2023-01-05","2023-03-21","153","142.875","0","0","2","2307.09","330.00","2637.090","Middle Aged","2637.09","1318.55","329.64","1.14","0.25","0.00","0","0.10","0.25","0","0","1503.15","0.000","0.0000","10% Discount on Next Confirmed Booking"
"510960","0","1253.7000000000000000","1","0","3","0.38","126","20.88","0.33","0.00","3","2","1","1","7.67","","3761.10","470.14","1","1","2","00:02:34.75","0","0","1","0","0","0.00","40","F","false","false","tallahassee","usa","TLH","3","8","2023-01-05","2023-05-12","167","154.750","0","1","0","694.26","574.00","1268.260","Middle Aged","1268.26","422.75","158.53","1.14","0.00","0.13","0.40","0","0.13","0","0","481.94","0.000","0.0000","Complimentary Room or Seat Upgrade on Next Booking"
"510961","0","2575.5366666666666667","0","0","4","0.50","126","17.63","0.50","0.00","3","4","1","2","5.67","","7726.61","965.83","3","1","2","00:02:12","2","0","0","1","0.00","71.15","48","F","true","false","st. petersburg","usa","SPG","4","8","2023-01-05","2023-05-11","141","132.000","0","2","1","1142.64","1862.00","3004.639","Middle Aged","3004.64","751.16","375.58","1.14","0.13","0.25","0.13","0.15","0.38","35.58","0.009","856.32","0.067","0.0022","Priority Check-in and Boarding Privilege"
"510972","0","1290.3466666666666667","1","0","3","0.38","80","15.50","0.67","0.00","3","3","1","2","9.33","","3871.04","483.88","2","1","3","00:01:57.75","1","0","1","0","0","200.92","29","F","true","true","tucson","usa","TUS","3","8","2023-01-05","2023-03-26","124","117.750","0","2","0","1986.39","2180.00","4166.390","Young Aged","4166.39","1388.80","520.80","1.14","0.00","0.25","0.10","0","0.25","100.46","0.026","1583.23","0.194","0.0049","Extended Cancellation Window at No Additional Cost"
"511017","0","2882.9800000000000000","1","1","1","0.13","190","12.00","1.00","0.00","1","1","1","1","7.00","","2882.98","360.37","1","1","2","00:01:29.375","0","0","2","0","0","0.00","61","M","true","false","chicago","usa","UGN","1","8","2023-01-05","2023-07-15","96","89.375","0","2","0","511.25","177.00","688.250","Senior Citizen","688.25","688.25","86.03","1.14","0.00","0.25","0.13","0","0.25","0","0","784.61","0.000","0.0000","Extended Booking Flexibility Options"
"511055","0","1136.2350000000000000","1","0","2","0.25","155","13.63","0.50","0.00","2","2","2","1","9.00","","2272.47","284.06","2","2","3","00:01:41.625","1","0","1","0","0","89.69","36","F","false","false","des moines","usa","DSM","2","8","2023-01-05","2023-06-10","109","101.625","0","2","0","987.66","754.00","1741.664","Middle Aged","1741.66","870.83","217.71","1.14","0.00","0.25","0.13","0","0.25","44.84","0.020","992.75","0.149","0.0048","Extended Cancellation Window at No Additional Cost"
"511066","0","1391.5566666666666667","1","0","3","0.38","115","22.25","0.00","0.00","3","3","1","0","6.67","","4174.67","521.83","2","1","3","00:02:44.5","1","0","0","0","0","45.91","36","F","false","false","indianapolis","usa","IND","3","8","2023-01-05","2023-04-30","178","164.500","0","1","0","1418.85","1047.00","2465.854","Middle Aged","2465.85","821.95","308.23","1.14","0.00","0.13","0.05","0","0.13","22.95","0.005","937.02","0.037","0.0002","Complimentary Room or Seat Upgrade on Next Booking"
"511093","1","1279.6300000000000000","0","0","3","0.38","119","16.13","0.00","0.00","2","3","1","0","6.00","","2559.26","319.91","3","1","3","00:02:01","2","2","1","0","84.4","29.62","39","F","false","true","milwaukee","usa","MKE","3","8","2023-01-05","2023-05-04","129","121.000","0","3","2","413.74","874.60","1288.341","Middle Aged","1288.34","429.45","161.04","1.14","0.25","0.38","0.17","0.10","0.63","29.62","0.012","489.57","0.090","0.0058","Access to Special Booking Discounts"
"511122","0","499.0000000000000000","1","0","2","0.25","87","14.00","0.00","0.00","2","2","1","0","10.50","","998.00","124.75","2","1","3","00:01:43.625","1","0","1","1","0.00","17.95","49","F","true","false","montreal","canada","YHU","2","8","2023-01-05","2023-04-02","112","103.625","0","2","1","170.99","746.00","916.994","Middle Aged","916.99","458.50","114.62","1.14","0.13","0.25","0.15","0.05","0.38","17.95","0.018","522.69","0.134","0.0050","Free Meal Included With Hotel Booking"
"511125","1","1964.9666666666666667","1","1","3","0.38","120","12.38","1.00","0.00","3","3","1","3","8.00","","5894.90","736.86","2","1","3","00:01:32","1","2","2","1","77.90","35.38","50","F","true","true","quebec","canada","YQB","3","8","2023-01-05","2023-05-05","99","92.000","0","3","3","1045.12","487.10","1532.220","Middle Aged","1532.22","510.74","191.53","1.14","0.38","0.38","0.05","0.17","0.75","35.38","0.006","582.24","0.045","0.0009","Access to Special Booking Discounts"
"511126","0","2944.7733333333333333","0","0","5","0.56","191","16.67","0.40","0.00","3","5","1","2","9.67","","8834.32","981.59","4","1","3","00:02:03.222222","1","1","1","0","108.9","0.00","30","F","false","false","boston","usa","BOS","5","9","2023-01-05","2023-07-15","150","123.222","0","2","1","3829.16","3564.10","7393.260","Young Aged","7393.26","1478.65","821.47","1.14","0.11","0.22","0.13","0.10","0.33","0","0","1685.66","0.000","0.0000","Priority Check-in and Boarding Privilege"
"511140","1","1013.8000000000000000","1","0","3","0.38","148","16.38","0.00","0.00","2","2","1","0","6.50","","2027.60","253.45","11","1","3","00:02:01.5","2","1","0","0","165.20","5.03","42","F","false","false","san diego","usa","NZY","3","8","2023-01-05","2023-06-02","131","121.500","0","2","1","1286.83","3610.80","4897.632","Middle Aged","4897.63","1632.54","612.20","1.14","0.13","0.25","0.13","0.05","0.38","5.03","0.002","1861.10","0.015","0.0005","Access to Special Booking Discounts"
"511142","0","929.9800000000000000","1","1","3","0.38","140","16.50","1.33","0.00","3","3","1","4","6.00","","2789.94","348.74","4","1","5","00:02:02.75","0","0","2","1","0.00","0.00","43","F","true","true","new york","usa","JFK","3","8","2023-01-05","2023-05-25","132","122.750","0","2","1","1118.82","2102.00","3220.820","Middle Aged","3220.82","1073.61","402.60","1.14","0.13","0.25","0.23","0.15","0.38","0","0","1223.92","0.000","0.0000","Additional Free Checked Baggage Allowance"
"511145","0","249.6900000000000000","0","1","3","0.38","113","12.25","0.33","0.00","1","3","0","1","5.00","","249.69","31.21","6","2","3","00:01:31.25","1","1","1","1","261.3","17.28","32","F","false","true","wichita","usa","IAB","3","8","2023-01-05","2023-04-28","98","91.250","0","2","2","25.91","4699.70","4725.614","Young Aged","4725.61","1575.20","590.70","1.14","0.25","0.25","0.25","0.10","0.50","17.28","0.069","1795.73","0.515","0.0322","Complimentary Room or Seat Upgrade on Next Booking"
"511148","0","3549.8800000000000000","0","0","3","0.38","143","13.50","0.00","0.00","2","3","1","0","5.50","","7099.76","887.47","5","1","2","00:01:40.875","0","2","1","1","83.00","0.00","46","F","true","true","new york","usa","LGA","3","8","2023-01-05","2023-05-29","108","100.875","0","1","3","1300.85","1627.00","2927.850","Middle Aged","2927.85","975.95","365.98","1.14","0.38","0.13","0.05","0.22","0.50","0","0","1112.58","0.000","0.0000","Complimentary Room or Seat Upgrade on Next Booking"
"511160","0","2284.8400000000000000","1","0","3","0.38","140","16.88","0.00","0.00","3","2","1","0","8.67","","6854.52","856.81","2","1","3","00:02:06.25","0","0","2","0","0","0.00","44","M","true","false","austin","usa","AUS","3","8","2023-01-05","2023-05-26","135","126.250","0","2","0","1187.33","606.00","1793.330","Middle Aged","1793.33","597.78","224.17","1.14","0.00","0.25","0.30","0","0.25","0","0","681.47","0.000","0.0000","Complimentary Room or Seat Upgrade on Next Booking"
"511178","0","2225.9266666666666667","0","0","4","0.50","152","21.63","0.50","0.00","3","4","1","2","8.00","","6677.78","834.72","2","1","3","00:02:41.5","1","2","0","0","150.00","20.57","39","F","false","false","new york","usa","LGA","4","8","2023-01-05","2023-06-07","173","161.500","0","1","2","1196.36","922.00","2118.356","Middle Aged","2118.36","529.59","264.79","1.14","0.25","0.13","0.20","0.18","0.38","20.57","0.003","603.73","0.022","0.0006","Priority Check-in and Boarding Privilege"
"511195","0","3290.1800000000000000","0","1","2","0.25","149","19.00","0.50","0.00","1","2","1","1","4.00","","3290.18","411.27","4","2","3","00:02:20","0","0","0","1","0.00","0.00","55","F","true","false","tallahassee","usa","TLH","2","8","2023-01-05","2023-06-04","152","140.000","0","0","1","573.78","1802.00","2375.780","Middle Aged","2375.78","1187.89","296.97","1.14","0.13","0.00","0","0.15","0.13","0","0","1354.19","0.000","0.0000","Free Meal Included With Hotel Booking"
"511208","0","2319.2466666666666667","1","1","3","0.38","163","13.38","1.33","0.00","3","3","1","4","7.33","","6957.74","869.72","6","1","9","00:01:39.5","1","0","3","1","0.0","106.33","34","F","false","false","salt lake city","usa","SLC","3","8","2023-01-05","2023-06-18","107","99.500","0","4","1","1569.80","6786.00","8355.800","Young Aged","8355.80","2785.27","1044.48","1.14","0.13","0.50","0.14","0.10","0.63","53.17","0.008","3175.21","0.060","0.0042","Additional Free Checked Baggage Allowance"
"511219","1","0","0","0","1","0.13","93","7.38","0","0.00","0","1","0","0","","","0.00","0.00","2","2","0","00:00:54.75","1","0","0","0","0","0.00","19","F","false","false","phoenix","usa","PHX","1","8","2023-01-05","2023-04-08","59","54.750","0","1","0","0.00","412.00","412.000","Student","412.00","412.00","51.50","1.14","0.00","0.13","0.10","0","0.13","0","0","469.68","0.000","0.0000","Access to Special Booking Discounts"
"511223","0","1252.5925000000000000","1","1","4","0.40","123","43.00","1.00","0.25","4","3","2","4","5.60","5.00","5010.37","501.04","8","2","8","00:14:51.1","1","2","2","0","28.20","0.00","47","F","true","true","ottawa","canada","YOW","4","10","2023-01-05","2023-05-09","430","891.100","1","3","2","1187.30","14254.80","15442.100","Middle Aged","15442.10","3860.53","1544.21","1.14","0.20","0.30","0.08","0.15","0.50","0","0","4401.00","0.000","0.0000","Additional Free Checked Baggage Allowance"
"511238","0","0","0","0","0","0.00","134","9.50","0","0","0","0","0","0","","","0.00","0.00","0","0","0","00:01:10.25","0","0","1","1","0.0","0.00","70","F","false","false","colorado springs","usa","COS","0","8","2023-01-05","2023-05-20","76","70.250","0","1","1","0.00","0.00","0.000","Senior Citizen","0.00","","0.00","1.14","0.13","0.13","0.20","0.20","0.25","0","0","","0.000","0.0000","10% Discount on Next Confirmed Booking"
"511260","0","4271.0300000000000000","0","1","2","0.25","146","19.00","0.50","0.00","1","2","1","1","8.00","","4271.03","533.88","6","1","5","00:02:20.5","0","0","1","0","0","0.00","37","F","false","true","san jose","usa","SJC","2","8","2023-01-05","2023-06-01","152","140.500","0","1","0","720.00","2450.00","3170.000","Middle Aged","3170.00","1585.00","396.25","1.14","0.00","0.13","0.05","0","0.13","0","0","1806.90","0.000","0.0000","Free Meal Included With Hotel Booking"
"511298","0","1525.2833333333333333","0","1","4","0.50","195","22.00","0.75","0.00","3","4","1","3","8.33","","4575.85","571.98","4","1","4","00:02:42.625","0","1","1","0","21.6","0.00","36","F","false","false","new york","usa","JFK","4","8","2023-01-05","2023-07-20","176","162.625","0","1","1","797.11","2082.40","2879.510","Middle Aged","2879.51","719.88","359.94","1.14","0.13","0.13","0.15","0.10","0.25","0","0","820.66","0.000","0.0000","Additional Free Checked Baggage Allowance"
"511314","0","3659.2400000000000000","0","0","3","0.33","187","17.11","0.33","0.00","2","3","1","1","102.50","","7318.48","813.16","5","1","8","00:02:06.888889","0","0","0","0","0","0.00","24","F","false","false","los angeles","usa","LAX","3","9","2023-01-05","2023-07-11","154","126.889","0","0","0","3038.50","2868.00","5906.500","Student","5906.50","1968.83","656.28","1.14","0.00","0.00","0","0","0.00","0","0","2244.47","0.000","0.0000","Extended Cancellation Window at No Additional Cost"
"511326","0","2644.4066666666666667","1","0","3","0.38","177","16.38","0.67","0.00","3","3","1","2","8.67","","7933.22","991.65","3","1","4","00:02:01","1","0","1","0","0","168.55","43","F","true","false","seattle","usa","BFI","3","8","2023-01-05","2023-07-01","131","121.000","0","2","0","1229.88","1101.00","2330.884","Middle Aged","2330.88","776.96","291.36","1.14","0.00","0.25","0.30","0","0.25","168.55","0.021","885.73","0.157","0.0118","Additional Free Checked Baggage Allowance"
"511328","0","2399.7900000000000000","0","0","2","0.25","137","11.38","0.00","0.00","1","2","1","0","6.00","","2399.79","299.97","7","1","2","00:01:24.375","0","1","0","0","58.80","0.00","35","M","true","true","phoenix","usa","LUF","2","8","2023-01-05","2023-05-22","91","84.375","0","0","1","407.38","1199.20","1606.580","Middle Aged","1606.58","803.29","200.82","1.14","0.13","0.00","0","0.05","0.13","0","0","915.75","0.000","0.0000","Free Meal Included With Hotel Booking"
"511331","0","4083.0142857142857143","1","0","7","0.78","198","30.22","0.57","0.14","7","5","2","4","53.38","187.00","28581.10","3175.68","1","1","5","00:15:22.888889","2","3","1","0","55.55","76.83","49","F","false","true","calgary","canada","YYC","7","9","2023-01-05","2023-07-23","272","922.889","1","3","3","12059.62","1619.45","13679.070","Middle Aged","13679.07","1954.15","1519.90","1.14","0.33","0.33","0.13","0.08","0.67","76.83","0.003","2227.73","0.022","0.0009","Priority Check-in and Boarding Privilege"
"511364","0","2792.9400000000000000","1","0","3","0.38","72","28.13","0.67","0.00","3","3","1","2","7.67","","8378.82","1047.35","2","1","2","00:03:28.875","0","0","0","2","0.0","0.00","39","F","false","true","new york","usa","JFK","3","8","2023-01-05","2023-03-19","225","208.875","0","0","2","1450.89","1039.00","2489.890","Middle Aged","2489.89","829.96","311.24","1.14","0.25","0.00","0","0.15","0.25","0","0","946.15","0.000","0.0000","Additional Free Checked Baggage Allowance"
"511377","0","0","0","0","2","0.25","145","18.75","0","0.00","0","2","0","0","","","0.00","0.00","4","1","0","00:02:20.75","1","0","1","0","0","0.00","66","F","true","false","gatineau","canada","YND","2","8","2023-01-05","2023-05-30","150","140.750","0","2","0","0.00","3266.00","3266.000","Senior Citizen","3266.00","1633.00","408.25","1.14","0.00","0.25","0.08","0","0.25","0","0","1861.62","0.000","0.0000","Free Meal Included With Hotel Booking"
"511379","0","1200.7333333333333333","1","1","3","0.33","185","14.33","1.00","0.00","3","3","1","3","6.00","","3602.20","400.24","2","1","3","00:01:47.333333","1","0","1","0","0","4.27","49","F","false","false","montreal","canada","YUL","3","9","2023-01-05","2023-07-10","129","107.333","0","2","0","680.17","643.00","1323.168","Middle Aged","1323.17","441.06","147.02","1.14","0.00","0.22","0.10","0","0.22","4.27","0.001","502.81","0.007","0.0002","Additional Free Checked Baggage Allowance"
"511397","0","1859.6040000000000000","1","0","5","0.56","165","19.22","0.20","0.00","5","5","2","1","6.40","","9298.02","1033.11","2","2","3","00:02:23.222222","1","0","2","0","0","11.17","38","F","false","true","new york","usa","LGA","5","9","2023-01-05","2023-06-19","173","143.222","0","3","0","3139.99","3996.00","7135.993","Middle Aged","7135.99","1427.20","792.89","1.14","0.00","0.33","0.12","0","0.33","11.17","0.001","1627.01","0.007","0.0003","Complimentary Room or Seat Upgrade on Next Booking"
"511398","0","2696.2840000000000000","1","0","5","0.63","176","26.25","0.60","0.00","5","5","1","3","10.60","","13481.42","1685.18","4","1","4","00:03:14.375","0","2","0","0","172.00","0.00","41","M","true","false","los angeles","usa","LAX","5","8","2023-01-05","2023-07-01","210","194.375","0","0","2","1959.45","3354.00","5313.450","Middle Aged","5313.45","1062.69","664.18","1.14","0.25","0.00","0","0.18","0.25","0","0","1211.47","0.000","0.0000","Priority Check-in and Boarding Privilege"
